fpr,tpr,threshold,sample_label
0.2707628221817235,0.8336863225950284,0.7307692307692307,sensitivity_score_le_5
0.27128351991668836,0.8341322037676959,0.7272727272727273,sensitivity_score_le_5
0.27128351991668836,0.8342436740608627,0.7222222222222222,sensitivity_score_le_5
0.27128351991668836,0.8343551443540297,0.72,sensitivity_score_le_5
0.2725852642541005,0.8355255824322818,0.7142857142857143,sensitivity_score_le_5
0.2725852642541005,0.8355813175788652,0.7083333333333334,sensitivity_score_le_5
0.2727588301657555,0.8355813175788652,0.7058823529411765,sensitivity_score_le_5
0.2728456131215829,0.8355813175788652,0.7037037037037037,sensitivity_score_le_5
0.27432092337065,0.8363616096310333,0.7,sensitivity_score_le_5
0.2744077063264775,0.8363616096310333,0.6956521739130435,sensitivity_score_le_5
0.2747548381497874,0.8365288150707836,0.6923076923076923,sensitivity_score_le_5
0.2747548381497874,0.8365845502173671,0.6896551724137931,sensitivity_score_le_5
0.27484162110561483,0.8368074908037008,0.6875,sensitivity_score_le_5
0.2749284040614423,0.8369189610968677,0.6818181818181818,sensitivity_score_le_5
0.2749284040614423,0.8369746962434511,0.6764705882352942,sensitivity_score_le_5
0.2909832508895253,0.8514100992085609,0.6666666666666666,sensitivity_score_le_5
0.2909832508895253,0.8515215695017277,0.6538461538461539,sensitivity_score_le_5
0.2911568168011803,0.8516330397948947,0.65,sensitivity_score_le_5
0.29141716566866266,0.8516330397948947,0.6470588235294118,sensitivity_score_le_5
0.2915907315803176,0.8518559803812285,0.6428571428571429,sensitivity_score_le_5
0.2922849952269374,0.8525248021402296,0.6363636363636364,sensitivity_score_le_5
0.2923717781827649,0.852580537286813,0.631578947368421,sensitivity_score_le_5
0.2937603054760045,0.8536395050718983,0.625,sensitivity_score_le_5
